docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-1275,paid,granted,2024-12-18,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1275.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1276,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1276.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1277,paid,denied,2024-12-09,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1277.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1278,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1278.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1279,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1279.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1280,paid,denied,2024-12-09,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1280.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1281,paid,denied,2025-02-24,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1281.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1282,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1282.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1283,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1283.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1284,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1284.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1285,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1285.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1286,paid,denied,2024-10-15,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1286.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1287,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1287.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1288,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1288.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1289,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1289.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1290,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1290.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1291,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1291.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1292,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1292.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1293,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1293.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1294,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1294.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1295,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1295.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1296,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1296.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1297,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1297.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1298,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1298.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1299,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1299.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1300,paid,granted,2024-10-04,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1300.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1301,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1301.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1302,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1302.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1303,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1303.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1304,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1304.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1305,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1305.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1306,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1306.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1307,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1307.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1308,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1308.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1309,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1309.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1310,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1310.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1311,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1311.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1312,paid,granted,2024-10-04,granted,2024-10-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1312.html,Current docket outcome matches at least one parsed Journal row.
23-1313,paid,denied,2024-10-15,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1313.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1314,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1314.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1315,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1315.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1316,paid,denied,2024-11-18,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1316.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1317,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1317.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1318,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1318.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1319,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1319.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1320,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1320.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1321,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1321.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1322,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1322.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1323,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1323.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1324,paid,granted,2024-10-04,granted,2024-10-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1324.html,Current docket outcome matches at least one parsed Journal row.
23-1325,paid,denied,2024-11-25,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1325.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1326,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1326.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1327,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1327.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1328,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1328.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1329,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1329.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1330,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1330.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1331,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1331.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1332,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1332.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1333,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1333.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1334,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1334.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1335,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1335.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1336,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1336.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1337,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1337.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1338,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1338.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1339,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1339.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1340,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1340.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1341,paid,gvr_or_remand,2025-06-30,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1341.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1342,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1342.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1343,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1343.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1344,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1344.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1345,paid,granted,2024-12-06,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1345.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1346,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1346.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1347,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1347.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1348,paid,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1348.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1349,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1349.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1350,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1350.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1351,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1351.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1352,paid,gvr_or_remand,2025-06-30,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1352.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1353,paid,denied,2024-10-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1353.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1354,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1354.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1355,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1355.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1356,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1356.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1357,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1357.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1358,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1358.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1359,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1359.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1360,paid,denied,2025-06-30,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1360.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1361,paid,denied,2024-12-16,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1361.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1362,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1362.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1363,paid,denied,2024-11-25,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1363.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1364,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1364.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1365,paid,denied,2024-11-12,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1365.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1366,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1366.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1367,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1367.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1368,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1368.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1369,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1369.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1370,paid,denied,2024-10-15,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1370.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1371,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1371.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1372,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1372.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1373,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1373.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1374,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1374.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-1375,paid,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1375.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-5001,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5001.html,Current docket outcome matches at least one parsed Journal row.
23-5002,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5002.html,Current docket outcome matches at least one parsed Journal row.
23-5003,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5003.html,Current docket outcome matches at least one parsed Journal row.
23-5004,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5004.html,Current docket outcome matches at least one parsed Journal row.
23-5005,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5005.html,Current docket outcome matches at least one parsed Journal row.
23-5006,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5006.html,Current docket outcome matches at least one parsed Journal row.
23-5007,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5007.html,Current docket outcome matches at least one parsed Journal row.
23-5008,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5008.html,Current docket outcome matches at least one parsed Journal row.
23-5009,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5009.html,Current docket outcome matches at least one parsed Journal row.
23-5010,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5010.html,Current docket outcome matches at least one parsed Journal row.
23-5011,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5011.html,Current docket outcome matches at least one parsed Journal row.
23-5012,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5012.html,Current docket outcome matches at least one parsed Journal row.
23-5013,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5013.html,Current docket outcome matches at least one parsed Journal row.
23-5014,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5014.html,Current docket outcome matches at least one parsed Journal row.
23-5015,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5015.html,Current docket outcome matches at least one parsed Journal row.
23-5016,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5016.html,Current docket outcome matches at least one parsed Journal row.
23-5017,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5017.html,Current docket outcome matches at least one parsed Journal row.
23-5018,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5018.html,Current docket outcome matches at least one parsed Journal row.
23-5019,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5019.html,Current docket outcome matches at least one parsed Journal row.
23-5020,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5020.html,Current docket outcome matches at least one parsed Journal row.
23-5021,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5021.html,Current docket outcome matches at least one parsed Journal row.
23-5022,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5022.html,Current docket outcome matches at least one parsed Journal row.
23-5023,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5023.html,Current docket outcome matches at least one parsed Journal row.
23-5024,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5024.html,Current docket outcome matches at least one parsed Journal row.
23-5025,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5025.html,Current docket outcome matches at least one parsed Journal row.
23-5026,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5026.html,Current docket outcome matches at least one parsed Journal row.
23-5027,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5027.html,Current docket outcome matches at least one parsed Journal row.
23-5028,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5028.html,Current docket outcome matches at least one parsed Journal row.
23-5029,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5029.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-5030,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5030.html,Current docket outcome matches at least one parsed Journal row.
23-5031,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5031.html,Current docket outcome matches at least one parsed Journal row.
23-5032,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5032.html,Current docket outcome matches at least one parsed Journal row.
23-5033,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5033.html,Current docket outcome matches at least one parsed Journal row.
23-5034,ifp,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5034.html,Current docket outcome matches at least one parsed Journal row.
23-5035,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5035.html,Current docket outcome matches at least one parsed Journal row.
