docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-6050,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6050.html,Current docket outcome matches at least one parsed Journal row.
23-6051,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6051.html,Current docket outcome matches at least one parsed Journal row.
23-6052,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6052.html,Current docket outcome matches at least one parsed Journal row.
23-6053,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6053.html,Current docket outcome matches at least one parsed Journal row.
23-6054,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6054.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6055,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6055.html,Current docket outcome matches at least one parsed Journal row.
23-6056,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6056.html,Current docket outcome matches at least one parsed Journal row.
23-6057,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6057.html,Current docket outcome matches at least one parsed Journal row.
23-6058,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6058.html,Current docket outcome matches at least one parsed Journal row.
23-6059,ifp,ifp_fee_denied_closed,2024-09-12,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6059.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6060,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6060.html,Current docket outcome matches at least one parsed Journal row.
23-6061,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6061.html,Current docket outcome matches at least one parsed Journal row.
23-6062,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6062.html,Current docket outcome matches at least one parsed Journal row.
23-6063,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6063.html,Current docket outcome matches at least one parsed Journal row.
23-6064,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6064.html,Current docket outcome matches at least one parsed Journal row.
23-6065,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6065.html,Current docket outcome matches at least one parsed Journal row.
23-6066,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6066.html,Current docket outcome matches at least one parsed Journal row.
23-6067,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6067.html,Current docket outcome matches at least one parsed Journal row.
23-6068,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6068.html,Current docket outcome matches at least one parsed Journal row.
23-6069,ifp,denied,2024-03-18,denied,2024-03-18,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6069.html,Current docket outcome matches at least one parsed Journal row.
23-6070,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6070.html,Current docket outcome matches at least one parsed Journal row.
23-6071,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6071.html,Current docket outcome matches at least one parsed Journal row.
23-6072,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6072.html,Current docket outcome matches at least one parsed Journal row.
23-6073,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6073.html,Current docket outcome matches at least one parsed Journal row.
23-6074,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6074.html,Current docket outcome matches at least one parsed Journal row.
23-6075,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6075.html,Current docket outcome matches at least one parsed Journal row.
23-6076,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6076.html,Current docket outcome matches at least one parsed Journal row.
23-6077,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6077.html,Current docket outcome matches at least one parsed Journal row.
23-6078,ifp,denied,2024-02-26,denied,2024-02-26,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6078.html,Current docket outcome matches at least one parsed Journal row.
23-6079,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6079.html,Current docket outcome matches at least one parsed Journal row.
23-6080,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6080.html,Current docket outcome matches at least one parsed Journal row.
23-6081,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6081.html,Current docket outcome matches at least one parsed Journal row.
23-6082,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6082.html,Current docket outcome matches at least one parsed Journal row.
23-6083,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6083.html,Current docket outcome matches at least one parsed Journal row.
23-6084,ifp,denied,2024-02-26,denied,2024-02-26,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6084.html,Current docket outcome matches at least one parsed Journal row.
23-6085,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6085.html,Current docket outcome matches at least one parsed Journal row.
23-6086,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6086.html,Current docket outcome matches at least one parsed Journal row.
23-6087,ifp,denied,2024-02-26,denied,2024-02-26,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6087.html,Current docket outcome matches at least one parsed Journal row.
23-6088,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6088.html,Current docket outcome matches at least one parsed Journal row.
23-6089,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6089.html,Current docket outcome matches at least one parsed Journal row.
23-6090,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6090.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6091,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6091.html,Current docket outcome matches at least one parsed Journal row.
23-6092,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6092.html,Current docket outcome matches at least one parsed Journal row.
23-6093,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6093.html,Current docket outcome matches at least one parsed Journal row.
23-6094,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6094.html,Current docket outcome matches at least one parsed Journal row.
23-6095,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6095.html,Current docket outcome matches at least one parsed Journal row.
23-6096,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6096.html,Current docket outcome matches at least one parsed Journal row.
23-6097,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6097.html,Current docket outcome matches at least one parsed Journal row.
23-6098,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6098.html,Current docket outcome matches at least one parsed Journal row.
23-6099,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6099.html,Current docket outcome matches at least one parsed Journal row.
23-6100,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6100.html,Current docket outcome matches at least one parsed Journal row.
23-6101,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6101.html,Current docket outcome matches at least one parsed Journal row.
23-6102,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6102.html,Current docket outcome matches at least one parsed Journal row.
23-6103,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6103.html,Current docket outcome matches at least one parsed Journal row.
23-6104,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6104.html,Current docket outcome matches at least one parsed Journal row.
23-6105,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6105.html,Current docket outcome matches at least one parsed Journal row.
23-6106,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6106.html,Current docket outcome matches at least one parsed Journal row.
23-6107,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6107.html,Current docket outcome matches at least one parsed Journal row.
23-6108,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6108.html,Current docket outcome matches at least one parsed Journal row.
23-6109,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6109.html,Current docket outcome matches at least one parsed Journal row.
23-6110,ifp,denied,2024-04-15,denied,2024-04-15,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6110.html,Current docket outcome matches at least one parsed Journal row.
23-6111,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6111.html,Current docket outcome matches at least one parsed Journal row.
23-6112,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6112.html,Current docket outcome matches at least one parsed Journal row.
23-6113,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6113.html,Current docket outcome matches at least one parsed Journal row.
23-6114,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6114.html,Current docket outcome matches at least one parsed Journal row.
23-6115,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6115.html,Current docket outcome matches at least one parsed Journal row.
23-6116,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6116.html,Current docket outcome matches at least one parsed Journal row.
23-6117,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6117.html,Current docket outcome matches at least one parsed Journal row.
23-6118,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6118.html,Current docket outcome matches at least one parsed Journal row.
23-6119,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6119.html,Current docket outcome matches at least one parsed Journal row.
23-6120,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6120.html,Current docket outcome matches at least one parsed Journal row.
23-6121,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6121.html,Current docket outcome matches at least one parsed Journal row.
23-6122,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6122.html,Current docket outcome matches at least one parsed Journal row.
23-6123,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6123.html,Current docket outcome matches at least one parsed Journal row.
23-6124,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6124.html,Current docket outcome matches at least one parsed Journal row.
23-6125,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6125.html,Current docket outcome matches at least one parsed Journal row.
23-6126,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6126.html,Current docket outcome matches at least one parsed Journal row.
23-6127,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6127.html,Current docket outcome matches at least one parsed Journal row.
23-6128,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6128.html,Current docket outcome matches at least one parsed Journal row.
23-6129,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6129.html,Current docket outcome matches at least one parsed Journal row.
23-6130,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6130.html,Current docket outcome matches at least one parsed Journal row.
23-6131,ifp,denied,2024-05-20,denied,2024-05-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6131.html,Current docket outcome matches at least one parsed Journal row.
23-6132,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6132.html,Current docket outcome matches at least one parsed Journal row.
23-6133,ifp,denied,2024-03-04,denied,2024-03-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6133.html,Current docket outcome matches at least one parsed Journal row.
23-6134,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6134.html,Current docket outcome matches at least one parsed Journal row.
23-6135,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6135.html,Current docket outcome matches at least one parsed Journal row.
23-6136,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6136.html,Current docket outcome matches at least one parsed Journal row.
23-6137,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6137.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6138,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6138.html,Current docket outcome matches at least one parsed Journal row.
23-6139,ifp,denied,2024-03-04,denied,2024-03-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6139.html,Current docket outcome matches at least one parsed Journal row.
23-6140,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6140.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6141,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6141.html,Current docket outcome matches at least one parsed Journal row.
23-6142,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6142.html,Current docket outcome matches at least one parsed Journal row.
23-6143,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6143.html,Current docket outcome matches at least one parsed Journal row.
23-6144,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6144.html,Current docket outcome matches at least one parsed Journal row.
23-6145,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6145.html,Current docket outcome matches at least one parsed Journal row.
23-6146,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6146.html,Current docket outcome matches at least one parsed Journal row.
23-6147,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6147.html,Current docket outcome matches at least one parsed Journal row.
23-6148,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6148.html,Current docket outcome matches at least one parsed Journal row.
23-6149,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6149.html,Current docket outcome matches at least one parsed Journal row.
23-6150,ifp,denied,2024-03-04,denied,2024-03-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6150.html,Current docket outcome matches at least one parsed Journal row.
23-6151,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6151.html,Current docket outcome matches at least one parsed Journal row.
23-6152,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6152.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6153,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6153.html,Current docket outcome matches at least one parsed Journal row.
23-6154,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6154.html,Current docket outcome matches at least one parsed Journal row.
23-6155,ifp,ifp_fee_denied_closed,2024-05-08,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6155.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6156,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6156.html,Current docket outcome matches at least one parsed Journal row.
23-6157,ifp,denied,2024-03-18,denied,2024-03-18,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6157.html,Current docket outcome matches at least one parsed Journal row.
23-6158,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6158.html,Current docket outcome matches at least one parsed Journal row.
23-6159,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6159.html,Current docket outcome matches at least one parsed Journal row.
23-6160,ifp,denied,2024-03-18,denied,2024-03-18,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6160.html,Current docket outcome matches at least one parsed Journal row.
23-6161,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6161.html,Current docket outcome matches at least one parsed Journal row.
23-6162,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6162.html,Current docket outcome matches at least one parsed Journal row.
23-6163,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6163.html,Current docket outcome matches at least one parsed Journal row.
23-6164,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6164.html,Current docket outcome matches at least one parsed Journal row.
23-6165,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6165.html,Current docket outcome matches at least one parsed Journal row.
23-6166,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6166.html,Current docket outcome matches at least one parsed Journal row.
23-6167,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6167.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6168,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6168.html,Current docket outcome matches at least one parsed Journal row.
23-6169,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6169.html,Current docket outcome matches at least one parsed Journal row.
23-6170,ifp,gvr_or_remand,2024-07-02,gvr_or_remand,2024-07-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6170.html,Current docket outcome matches at least one parsed Journal row.
23-6171,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6171.html,Current docket outcome matches at least one parsed Journal row.
23-6172,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6172.html,Current docket outcome matches at least one parsed Journal row.
23-6173,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6173.html,Current docket outcome matches at least one parsed Journal row.
23-6174,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6174.html,Current docket outcome matches at least one parsed Journal row.
23-6175,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6175.html,Current docket outcome matches at least one parsed Journal row.
23-6176,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6176.html,Current docket outcome matches at least one parsed Journal row.
23-6177,ifp,gvr_or_remand,2024-07-02,gvr_or_remand,2024-07-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6177.html,Current docket outcome matches at least one parsed Journal row.
23-6178,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6178.html,Current docket outcome matches at least one parsed Journal row.
23-6179,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6179.html,Current docket outcome matches at least one parsed Journal row.
23-6180,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6180.html,Current docket outcome matches at least one parsed Journal row.
23-6181,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6181.html,Current docket outcome matches at least one parsed Journal row.
23-6182,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6182.html,Current docket outcome matches at least one parsed Journal row.
23-6183,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6183.html,Current docket outcome matches at least one parsed Journal row.
23-6184,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6184.html,Current docket outcome matches at least one parsed Journal row.
23-6185,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6185.html,Current docket outcome matches at least one parsed Journal row.
23-6186,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6186.html,Current docket outcome matches at least one parsed Journal row.
23-6187,ifp,denied,2024-05-20,denied,2024-05-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6187.html,Current docket outcome matches at least one parsed Journal row.
23-6188,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6188.html,Current docket outcome matches at least one parsed Journal row.
23-6189,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6189.html,Current docket outcome matches at least one parsed Journal row.
23-6190,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6190.html,Current docket outcome matches at least one parsed Journal row.
23-6191,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6191.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6192,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6192.html,Current docket outcome matches at least one parsed Journal row.
23-6193,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6193.html,Current docket outcome matches at least one parsed Journal row.
23-6194,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6194.html,Current docket outcome matches at least one parsed Journal row.
23-6195,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6195.html,Current docket outcome matches at least one parsed Journal row.
23-6196,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6196.html,Current docket outcome matches at least one parsed Journal row.
