priorityTier,pilotSelected,term,docketNumber,sourceRecordId,sourceUrl,paidOrIfp,missingCharacteristics,neededDocuments,codingStatus,snapshotDate
2_stratified_pilot,yes,OT2024,24-733,docket:24-733; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-733.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
2_stratified_pilot,yes,OT2024,24-6207,docket:24-6207; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6207.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
2_stratified_pilot,yes,OT2024,24-6328,docket:24-6328; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6328.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
2_stratified_pilot,yes,OT2024,24-6747,docket:24-6747; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6747.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
2_stratified_pilot,yes,OT2024,24-758,docket:24-758; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-758.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection;meritsDecisionDate;meritsOutcome;reversalOrVacatur,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
2_stratified_pilot,yes,OT2023,23-1088,docket:23-1088; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1088.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
2_stratified_pilot,yes,OT2024,24-297,docket:24-297; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-297.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7154,docket:23-7154; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7154.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5256,docket:23-5256; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5256.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5517,docket:23-5517; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5517.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5241,docket:23-5241; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5241.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6940,docket:23-6940; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6940.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5573,docket:23-5573; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5573.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6121,docket:23-6121; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6121.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-5786,docket:24-5786; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5786.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-5600,docket:23-5600; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5600.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-5783,docket:24-5783; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5783.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-6492,docket:24-6492; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6492.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-5428,docket:24-5428; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5428.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6522,docket:23-6522; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6522.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6110,docket:24-6110; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6110.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7739,docket:23-7739; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7739.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5615,docket:23-5615; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5615.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7704,docket:23-7704; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7704.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6055,docket:24-6055; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6055.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7450,docket:24-7450; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7450.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-5225,docket:24-5225; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5225.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-5093,docket:24-5093; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5093.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7383,docket:23-7383; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7383.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6650,docket:24-6650; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6650.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6995,docket:23-6995; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6995.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6256,docket:23-6256; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6256.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7021,docket:23-7021; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7021.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-286,docket:23-286; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-286.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-7055,docket:24-7055; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7055.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
