priorityTier,pilotSelected,term,docketNumber,sourceRecordId,sourceUrl,paidOrIfp,missingCharacteristics,neededDocuments,codingStatus,snapshotDate
3_remaining_cohort,no,OT2023,23-6873,docket:23-6873; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6873.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-5729,docket:24-5729; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5729.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-1263,docket:23-1263; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1263.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-648,docket:23-648; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-648.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7573,docket:23-7573; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7573.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-160,docket:24-160; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-160.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-1228,docket:24-1228; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-1228.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6741,docket:23-6741; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6741.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-7106,docket:24-7106; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7106.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6214,docket:23-6214; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6214.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-5559,docket:24-5559; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5559.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-62,docket:24-62; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-62.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-1225,docket:23-1225; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1225.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5844,docket:23-5844; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5844.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7140,docket:23-7140; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7140.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6248,docket:23-6248; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6248.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-722,docket:23-722; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-722.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-223,docket:23-223; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-223.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7249,docket:23-7249; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7249.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-388,docket:23-388; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-388.html,paid,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-178,docket:24-178; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-178.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-5308,docket:23-5308; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5308.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6754,docket:23-6754; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6754.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6780,docket:23-6780; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6780.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7528,docket:23-7528; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7528.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-529,docket:24-529; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-529.html,paid,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7380,docket:24-7380; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7380.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6382,docket:23-6382; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6382.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7227,docket:23-7227; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7227.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5997,docket:23-5997; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5997.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5073,docket:23-5073; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5073.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7419,docket:23-7419; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7419.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-932,docket:23-932; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-932.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-169,docket:23-169; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-169.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-199,docket:24-199; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-199.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7226,docket:23-7226; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7226.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-285,docket:24-285; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-285.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-6749,docket:24-6749; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6749.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-328,docket:24-328; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-328.html,paid,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-5199,docket:24-5199; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5199.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7465,docket:24-7465; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7465.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7787,docket:23-7787; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7787.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-530,docket:23-530; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-530.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6311,docket:24-6311; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6311.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6909,docket:23-6909; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6909.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6129,docket:23-6129; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6129.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6829,docket:24-6829; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6829.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-5450,docket:23-5450; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5450.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-7123,docket:23-7123; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7123.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-6351,docket:23-6351; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6351.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-1157,docket:23-1157; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1157.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-1054,docket:23-1054; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-1054.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-134,docket:23-134; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-134.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-7097,docket:24-7097; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7097.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7467,docket:24-7467; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7467.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7132,docket:24-7132; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7132.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2024,24-7504,docket:24-7504; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-7504.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-7258,docket:23-7258; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7258.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-5271,docket:23-5271; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5271.html,ifp,petitionerType;respondentType;lowerCourtOrigin;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-294,docket:23-294; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-294.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-6292,docket:24-6292; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-6292.html,ifp,petitionerType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-506,docket:23-506; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-506.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2023,23-226,docket:23-226; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-226.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
3_remaining_cohort,no,OT2024,24-500,docket:24-500; cohort:OT2024-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/24-500.html,paid,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-26
3_remaining_cohort,no,OT2023,23-6842,docket:23-6842; cohort:OT2023-paid-ifp-docketed,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6842.html,ifp,petitionerType;respondentType;issueArea;specialistCounselFlag;formerClerkCounselFlag;allegedSplitFlag;genuineSplitFlag;splitDepth;vehicleQualityObjection,petition; brief in opposition or waiver; lower-court opinion; counsel source dated by filing,pending_source_and_human_coding,2026-07-24
