caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6922,57.683,60.000,0.708,0.486,0.679,0.961,1.000,0.530,0.453,0.510,0.197,0.039,0.000,0.000,0.000,0.385,0.016,0.399,0.373,0.259,0.818,0.995,0.683,0.000,0.000,0.000,0.182,0.723,0.273,0.116,0.921,0.238,0.430,0.000,0.000,0.000,0.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.435,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5157,42.975,60.000,0.659,0.504,0.758,0.716,1.000,0.546,0.472,0.391,0.220,0.284,0.000,0.000,0.488,0.249,0.205,0.268,0.341,0.265,0.832,0.858,0.679,0.000,0.000,0.000,0.168,0.718,0.269,0.112,0.597,0.237,0.451,0.000,0.000,0.000,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.342,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.338,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2937,24.475,60.000,0.595,0.549,0.827,0.408,1.000,0.555,0.633,0.227,0.179,0.592,0.000,0.000,0.000,0.239,0.014,0.221,0.449,0.201,0.860,0.984,0.355,0.000,0.000,0.000,0.140,0.000,0.000,0.106,0.189,0.000,0.519,0.000,0.000,0.000,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.292,0.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.399,0.000,0.000,0.000,0.000,0.000,0.066,0.258,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,4028,33.567,33.567,0.720,0.661,0.938,0.559,0.559,0.670,0.643,0.375,0.502,0.441,0.441,0.000,0.000,0.009,0.001,0.006,0.006,0.197,0.839,0.965,0.376,0.000,0.000,0.000,0.161,0.559,0.337,0.045,0.015,0.000,0.653,0.000,0.000,0.000,0.006,0.000,0.001,0.004,6.000,0.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.360,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,3306,27.550,60.000,0.599,0.528,0.809,0.459,1.000,0.557,0.595,0.256,0.170,0.541,0.000,0.000,0.000,0.268,0.207,0.231,0.403,0.205,0.808,0.943,0.398,0.000,0.000,0.000,0.192,0.000,0.000,0.104,0.249,0.000,0.508,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.273,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6261,52.175,60.000,0.659,0.473,0.635,0.870,1.000,0.551,0.494,0.479,0.135,0.130,0.000,0.000,0.000,0.394,0.017,0.840,0.604,0.255,0.789,0.998,0.589,0.000,0.000,0.000,0.211,0.000,0.000,0.168,0.807,0.000,0.397,0.595,0.508,5.114,0.840,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.429,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,current-system,Current U.S.-style system,7200,60.000,285,2.375,60.000,0.536,0.644,0.923,0.040,1.000,0.651,0.734,0.026,0.360,0.960,0.000,0.000,0.000,0.000,0.885,0.008,0.151,0.200,0.803,0.118,0.343,0.000,0.000,0.000,0.197,0.000,0.000,0.050,0.010,0.000,0.672,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.029,131,1
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,simple-majority,Unicameral simple majority,7200,60.000,1505,12.542,60.000,0.559,0.572,0.895,0.209,1.000,0.581,0.657,0.122,0.242,0.791,0.000,0.000,0.000,0.000,0.521,0.079,0.302,0.201,0.806,0.607,0.378,0.000,0.000,0.000,0.194,0.000,0.000,0.078,0.072,0.000,0.575,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.137,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,412,3.433,60.000,0.542,0.645,0.924,0.057,1.000,0.650,0.734,0.037,0.365,0.943,0.000,0.000,0.000,0.000,0.834,0.011,0.136,0.198,0.796,0.185,0.333,0.000,0.000,0.000,0.204,0.000,0.000,0.045,0.010,0.000,0.679,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.042,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,bicameral-majority,Bicameral simple majority,7200,60.000,943,7.858,60.000,0.548,0.602,0.910,0.131,1.000,0.606,0.695,0.079,0.288,0.869,0.000,0.000,0.000,0.000,0.659,0.038,0.222,0.198,0.802,0.417,0.353,0.000,0.000,0.000,0.198,0.000,0.000,0.064,0.043,0.000,0.618,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.091,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,573,4.775,60.000,0.537,0.613,0.918,0.080,1.000,0.615,0.708,0.049,0.307,0.920,0.000,0.000,0.000,0.000,0.782,0.021,0.187,0.199,0.799,0.249,0.346,0.000,0.000,0.000,0.201,0.000,0.000,0.058,0.015,0.000,0.637,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.056,356,3
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass,Default pass unless 2/3 block,7200,60.000,5929,49.408,60.000,0.643,0.462,0.643,0.823,1.000,0.521,0.496,0.429,0.103,0.177,0.000,0.000,0.000,0.481,0.027,0.671,0.680,0.252,0.798,0.990,0.577,0.000,0.000,0.000,0.202,0.000,0.000,0.163,0.728,0.000,0.393,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.409,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6007,50.058,60.000,0.645,0.460,0.639,0.834,1.000,0.519,0.494,0.433,0.101,0.166,0.000,0.000,0.000,0.483,0.029,0.678,0.679,0.253,0.798,0.990,0.586,0.106,0.623,1.986,0.202,0.000,0.000,0.165,0.743,0.000,0.390,0.000,0.000,0.000,0.678,0.000,0.000,0.000,0.000,0.000,3.870,0.211,0.205,0.187,0.201,0.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.412,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,5954,49.617,60.000,0.643,0.461,0.640,0.827,1.000,0.519,0.494,0.429,0.102,0.173,0.000,0.000,0.000,0.486,0.029,0.671,0.679,0.254,0.799,0.990,0.589,0.114,0.608,1.836,0.201,0.000,0.000,0.164,0.742,0.000,0.391,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,3.574,0.168,0.152,0.216,0.337,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.409,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6105,50.875,59.875,0.655,0.466,0.651,0.848,0.998,0.514,0.494,0.436,0.115,0.152,0.002,0.000,0.000,0.483,0.024,0.580,0.616,0.245,0.809,0.990,0.570,0.000,0.000,0.000,0.191,0.998,0.087,0.162,0.762,0.013,0.397,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.419,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6101,50.842,59.875,0.654,0.465,0.650,0.847,0.998,0.513,0.493,0.435,0.115,0.153,0.002,0.000,0.000,0.484,0.023,0.578,0.613,0.247,0.808,0.988,0.577,0.118,0.599,1.780,0.192,0.998,0.087,0.163,0.771,0.013,0.396,0.000,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000,3.558,0.170,0.154,0.212,0.336,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.418,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,6904,57.533,59.867,0.711,0.484,0.691,0.959,0.998,0.514,0.454,0.493,0.201,0.041,0.002,0.000,0.000,0.449,0.017,0.379,0.357,0.231,0.824,0.991,0.643,0.115,0.571,1.929,0.176,0.998,0.300,0.121,0.815,0.220,0.428,0.000,0.000,0.000,0.379,0.000,0.000,0.000,0.000,0.000,3.798,0.176,0.158,0.210,0.325,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.436,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6786,56.550,60.000,0.699,0.479,0.675,0.943,1.000,0.512,0.450,0.483,0.189,0.057,0.000,0.000,0.000,0.464,0.023,0.399,0.382,0.258,0.820,0.990,0.680,0.000,0.000,0.000,0.180,0.725,0.279,0.117,0.867,0.232,0.424,0.000,0.000,0.000,0.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.424,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,4866,40.550,60.000,0.645,0.496,0.764,0.676,1.000,0.522,0.468,0.353,0.213,0.324,0.000,0.000,0.475,0.341,0.263,0.250,0.337,0.265,0.836,0.808,0.677,0.000,0.000,0.000,0.164,0.723,0.276,0.113,0.475,0.232,0.439,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.348,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.317,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2690,22.417,60.000,0.581,0.545,0.826,0.374,1.000,0.538,0.641,0.201,0.172,0.626,0.000,0.000,0.000,0.302,0.017,0.207,0.459,0.189,0.850,0.967,0.333,0.000,0.000,0.000,0.150,0.000,0.000,0.099,0.148,0.000,0.524,0.000,0.000,0.000,0.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.286,0.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.278,0.396,0.000,0.000,0.000,0.000,0.000,0.070,0.240,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,3969,33.075,33.083,0.705,0.633,0.929,0.551,0.551,0.624,0.637,0.344,0.465,0.449,0.449,0.000,0.000,0.039,0.002,0.005,0.005,0.193,0.802,0.957,0.371,0.000,0.000,0.000,0.198,0.551,0.334,0.045,0.015,0.000,0.638,0.000,0.000,0.000,0.005,0.000,0.001,0.003,6.000,0.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.351,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,3008,25.067,60.000,0.585,0.523,0.814,0.418,1.000,0.539,0.595,0.225,0.170,0.582,0.000,0.000,0.000,0.317,0.229,0.202,0.386,0.198,0.800,0.909,0.388,0.000,0.000,0.000,0.200,0.000,0.000,0.098,0.192,0.000,0.510,0.000,0.000,0.000,0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.249,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6114,50.950,60.000,0.650,0.467,0.635,0.849,1.000,0.537,0.491,0.456,0.128,0.151,0.000,0.000,0.000,0.420,0.029,0.837,0.616,0.254,0.791,0.993,0.589,0.000,0.000,0.000,0.209,0.000,0.000,0.168,0.781,0.000,0.391,0.566,0.539,5.110,0.837,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.417,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,current-system,Current U.S.-style system,7200,60.000,690,5.750,60.000,0.561,0.657,0.929,0.096,1.000,0.696,0.710,0.067,0.363,0.904,0.000,0.000,0.000,0.000,0.741,0.022,0.173,0.170,0.850,0.377,0.299,0.000,0.000,0.000,0.150,0.000,0.000,0.052,0.024,0.000,0.667,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.068,210,5
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,simple-majority,Unicameral simple majority,7200,60.000,2325,19.375,60.000,0.590,0.567,0.879,0.323,1.000,0.611,0.616,0.197,0.220,0.677,0.000,0.000,0.000,0.000,0.355,0.140,0.353,0.193,0.837,0.836,0.364,0.000,0.000,0.000,0.163,0.000,0.000,0.089,0.158,0.000,0.552,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.199,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,928,7.733,60.000,0.566,0.643,0.927,0.129,1.000,0.683,0.696,0.088,0.339,0.871,0.000,0.000,0.000,0.000,0.663,0.032,0.182,0.167,0.846,0.501,0.294,0.000,0.000,0.000,0.154,0.000,0.000,0.054,0.032,0.000,0.653,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.090,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,bicameral-majority,Bicameral simple majority,7200,60.000,1590,13.250,60.000,0.575,0.600,0.905,0.221,1.000,0.640,0.653,0.141,0.272,0.779,0.000,0.000,0.000,0.000,0.506,0.074,0.257,0.183,0.845,0.680,0.328,0.000,0.000,0.000,0.155,0.000,0.000,0.075,0.087,0.000,0.591,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.144,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,1031,8.592,60.000,0.559,0.619,0.916,0.143,1.000,0.659,0.674,0.094,0.302,0.857,0.000,0.000,0.000,0.000,0.661,0.043,0.236,0.177,0.842,0.501,0.321,0.000,0.000,0.000,0.158,0.000,0.000,0.067,0.048,0.000,0.619,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.096,490,4
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6153,51.275,60.000,0.658,0.469,0.650,0.855,1.000,0.544,0.490,0.465,0.108,0.145,0.000,0.000,0.000,0.423,0.009,0.670,0.656,0.235,0.803,0.998,0.520,0.000,0.000,0.000,0.197,0.000,0.000,0.162,0.773,0.000,0.398,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.419,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6163,51.358,60.000,0.658,0.469,0.650,0.856,1.000,0.544,0.490,0.465,0.109,0.144,0.000,0.000,0.000,0.423,0.013,0.670,0.653,0.236,0.804,1.000,0.524,0.083,0.568,2.420,0.196,0.000,0.000,0.162,0.771,0.000,0.397,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000,0.000,5.026,0.198,0.208,0.197,0.208,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.419,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6147,51.225,60.000,0.658,0.469,0.652,0.854,1.000,0.543,0.490,0.464,0.109,0.146,0.000,0.000,0.000,0.426,0.012,0.667,0.653,0.236,0.804,1.000,0.524,0.090,0.551,2.227,0.196,0.000,0.000,0.161,0.761,0.000,0.398,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,4.632,0.171,0.158,0.226,0.318,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.418,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6323,52.692,59.917,0.671,0.474,0.660,0.878,0.999,0.541,0.490,0.475,0.123,0.122,0.001,0.000,0.000,0.409,0.005,0.580,0.591,0.229,0.816,1.000,0.512,0.000,0.000,0.000,0.184,0.999,0.083,0.162,0.811,0.008,0.403,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.430,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6317,52.642,59.925,0.670,0.474,0.660,0.877,0.999,0.541,0.489,0.475,0.123,0.123,0.001,0.000,0.000,0.407,0.007,0.579,0.592,0.230,0.816,0.996,0.517,0.093,0.543,2.171,0.184,0.999,0.083,0.162,0.814,0.008,0.402,0.000,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000,4.604,0.170,0.157,0.224,0.320,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.429,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,7074,58.950,59.917,0.730,0.499,0.707,0.983,0.999,0.560,0.451,0.550,0.216,0.017,0.001,0.000,0.000,0.288,0.006,0.384,0.353,0.218,0.832,0.996,0.576,0.092,0.518,2.328,0.168,0.999,0.290,0.121,0.886,0.213,0.438,0.000,0.000,0.000,0.384,0.000,0.000,0.000,0.000,0.000,4.822,0.177,0.161,0.215,0.314,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.443,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,7033,58.608,60.000,0.718,0.490,0.687,0.977,1.000,0.551,0.443,0.538,0.202,0.023,0.000,0.000,0.000,0.326,0.012,0.404,0.372,0.240,0.825,0.996,0.613,0.000,0.000,0.000,0.175,0.717,0.270,0.118,0.940,0.223,0.429,0.000,0.000,0.000,0.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.433,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5481,45.675,60.000,0.679,0.511,0.766,0.761,1.000,0.571,0.464,0.435,0.223,0.239,0.000,0.000,0.484,0.174,0.170,0.295,0.353,0.240,0.840,0.903,0.595,0.000,0.000,0.000,0.160,0.712,0.267,0.112,0.629,0.221,0.454,0.000,0.000,0.000,0.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.354,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,3007,25.058,60.000,0.602,0.551,0.837,0.418,1.000,0.576,0.613,0.241,0.185,0.582,0.000,0.000,0.000,0.186,0.006,0.219,0.432,0.191,0.868,0.978,0.346,0.000,0.000,0.000,0.132,0.000,0.000,0.107,0.198,0.000,0.513,0.000,0.000,0.000,0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.279,0.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.402,0.000,0.000,0.000,0.000,0.000,0.070,0.256,0,0
